transaction_id,center_id,part_id,loai,so_luong,ngay,ticket_code
56,3,17,NHAP,24,2024-07-12,
57,3,128,NHAP,15,2024-07-12,
58,4,2,NHAP,28,2024-07-12,
59,5,94,NHAP,21,2024-07-12,
60,6,33,NHAP,17,2024-07-12,
61,4,131,NHAP,19,2024-07-13,
62,5,19,NHAP,34,2024-07-13,
63,6,141,NHAP,5,2024-07-13,
64,1,60,NHAP,23,2024-07-14,
65,1,158,NHAP,22,2024-07-14,
66,4,94,NHAP,35,2024-07-14,
67,5,51,NHAP,14,2024-07-14,
68,6,128,NHAP,39,2024-07-14,
69,2,44,NHAP,3,2024-07-15,
70,2,72,NHAP,13,2024-07-15,
71,2,159,NHAP,4,2024-07-15,
72,5,111,NHAP,37,2024-07-15,
73,6,124,NHAP,20,2024-07-15,
74,1,40,NHAP,5,2024-07-16,
75,1,126,NHAP,35,2024-07-16,
76,2,171,NHAP,2,2024-07-16,
77,3,88,NHAP,38,2024-07-16,
78,4,119,NHAP,13,2024-07-16,
79,4,134,NHAP,18,2024-07-16,
80,5,147,NHAP,40,2024-07-16,
81,1,136,NHAP,9,2024-07-17,
82,3,15,NHAP,39,2024-07-17,
83,3,91,NHAP,12,2024-07-17,
84,4,152,NHAP,11,2024-07-17,
85,4,161,NHAP,31,2024-07-17,
86,5,135,NHAP,4,2024-07-17,
87,6,63,NHAP,28,2024-07-17,
88,6,144,NHAP,35,2024-07-17,
89,3,158,NHAP,23,2024-07-18,
90,4,167,NHAP,17,2024-07-18,
91,4,178,NHAP,34,2024-07-18,
92,6,1,NHAP,9,2024-07-18,
93,6,35,NHAP,34,2024-07-18,
94,1,174,NHAP,10,2024-07-19,
95,3,41,NHAP,20,2024-07-19,
96,5,22,NHAP,30,2024-07-19,
97,5,127,NHAP,37,2024-07-19,
98,6,87,NHAP,28,2024-07-19,
99,6,100,NHAP,9,2024-07-19,
100,3,129,NHAP,36,2024-07-20,
101,5,157,NHAP,35,2024-07-20,
102,1,71,NHAP,27,2024-07-21,
103,1,137,NHAP,36,2024-07-21,
104,3,80,NHAP,26,2024-07-21,
105,4,110,NHAP,16,2024-07-21,
106,4,136,NHAP,4,2024-07-21,
107,6,93,NHAP,17,2024-07-21,
108,2,174,NHAP,23,2024-07-22,
109,4,102,NHAP,21,2024-07-22,
110,5,47,NHAP,21,2024-07-22,
111,4,60,NHAP,20,2024-07-23,
112,4,88,NHAP,6,2024-07-23,
113,5,1,NHAP,17,2024-07-23,
114,5,114,NHAP,2,2024-07-23,
115,2,94,NHAP,23,2024-07-24,
116,2,157,NHAP,15,2024-07-24,
117,5,14,NHAP,38,2024-07-24,
118,5,42,NHAP,2,2024-07-24,
119,2,4,NHAP,29,2024-07-25,
120,3,105,NHAP,14,2024-07-25,
121,4,14,NHAP,28,2024-07-25,
122,5,6,NHAP,21,2024-07-25,
123,6,37,NHAP,31,2024-07-25,
124,6,109,NHAP,39,2024-07-25,
125,1,121,NHAP,32,2024-07-26,
126,1,160,NHAP,36,2024-07-26,
127,5,8,NHAP,14,2024-07-26,
128,5,172,NHAP,21,2024-07-26,
129,6,88,NHAP,26,2024-07-26,
130,6,178,NHAP,3,2024-07-26,
131,1,111,NHAP,35,2024-07-27,
132,1,129,NHAP,17,2024-07-27,
133,2,109,NHAP,27,2024-07-27,
134,3,19,NHAP,12,2024-07-27,
135,5,48,NHAP,25,2024-07-27,
136,5,166,NHAP,32,2024-07-27,
137,1,120,NHAP,10,2024-07-28,
138,2,30,NHAP,34,2024-07-28,
139,3,37,NHAP,35,2024-07-28,
140,3,131,NHAP,7,2024-07-28,
141,6,53,NHAP,37,2024-07-28,
142,6,89,NHAP,18,2024-07-28,
143,6,102,NHAP,17,2024-07-28,
144,3,49,NHAP,26,2024-07-29,
145,5,141,NHAP,17,2024-07-29,
146,6,79,NHAP,10,2024-07-29,
147,6,161,NHAP,11,2024-07-29,
148,2,82,NHAP,3,2024-07-30,
149,3,8,NHAP,6,2024-07-30,
150,3,120,NHAP,12,2024-07-30,
151,4,180,NHAP,28,2024-07-30,
152,5,15,NHAP,24,2024-07-30,
153,5,120,NHAP,38,2024-07-30,
154,6,81,NHAP,19,2024-07-30,
155,2,21,NHAP,6,2024-07-31,
156,2,39,NHAP,37,2024-07-31,
157,3,83,NHAP,33,2024-07-31,
158,4,39,NHAP,40,2024-07-31,
159,5,92,NHAP,25,2024-07-31,
160,3,25,NHAP,11,2024-08-01,
161,3,102,NHAP,28,2024-08-01,
162,5,34,NHAP,19,2024-08-01,
163,6,147,NHAP,33,2024-08-01,
164,1,176,NHAP,22,2024-08-02,
165,4,48,NHAP,40,2024-08-02,
166,4,63,NHAP,11,2024-08-02,
167,5,59,NHAP,40,2024-08-02,
168,1,92,NHAP,22,2024-08-04,
169,2,76,NHAP,24,2024-08-04,
170,3,43,NHAP,34,2024-08-04,
171,3,87,NHAP,31,2024-08-04,
172,4,107,NHAP,20,2024-08-04,
173,4,176,NHAP,29,2024-08-04,
174,6,108,NHAP,6,2024-08-04,
175,1,161,NHAP,29,2024-08-05,
176,3,150,NHAP,6,2024-08-05,
177,5,44,NHAP,17,2024-08-05,
178,6,71,NHAP,33,2024-08-05,
179,6,95,NHAP,11,2024-08-05,
180,1,22,NHAP,13,2024-08-06,
181,1,28,NHAP,27,2024-08-06,
182,2,45,NHAP,15,2024-08-06,
183,5,162,NHAP,28,2024-08-06,
184,2,5,NHAP,25,2024-08-07,
185,2,132,NHAP,12,2024-08-07,
186,4,75,NHAP,33,2024-08-07,
187,4,123,NHAP,25,2024-08-07,
188,4,124,NHAP,33,2024-08-07,
189,5,142,NHAP,27,2024-08-07,
190,1,3,NHAP,4,2024-08-08,
191,3,93,NHAP,27,2024-08-08,
192,4,68,NHAP,11,2024-08-08,
193,5,125,NHAP,11,2024-08-08,
194,6,2,NHAP,21,2024-08-08,
195,3,22,NHAP,19,2024-08-09,
196,3,146,NHAP,25,2024-08-09,
197,1,93,NHAP,5,2024-08-10,
198,1,105,NHAP,10,2024-08-10,
199,2,62,NHAP,34,2024-08-10,
200,2,178,NHAP,5,2024-08-10,
201,3,111,NHAP,22,2024-08-10,
202,3,172,NHAP,9,2024-08-10,
203,4,146,NHAP,27,2024-08-10,
204,5,41,NHAP,39,2024-08-10,
205,5,108,NHAP,13,2024-08-10,
206,1,116,NHAP,26,2024-08-11,
207,1,118,NHAP,22,2024-08-11,
208,2,49,NHAP,23,2024-08-11,
209,2,8,NHAP,33,2024-08-12,
210,2,149,NHAP,8,2024-08-12,
211,4,37,NHAP,10,2024-08-12,
212,2,32,NHAP,40,2024-08-13,
213,3,30,NHAP,39,2024-08-13,
214,4,90,NHAP,30,2024-08-13,
215,5,43,NHAP,34,2024-08-13,
216,5,76,NHAP,32,2024-08-13,
217,6,86,NHAP,37,2024-08-13,
218,1,165,NHAP,39,2024-08-14,
219,3,12,NHAP,10,2024-08-14,
220,3,20,NHAP,29,2024-08-14,
221,3,28,NHAP,13,2024-08-14,
222,3,99,NHAP,32,2024-08-14,
223,1,72,NHAP,27,2024-08-15,
224,3,53,NHAP,37,2024-08-15,
225,5,175,NHAP,38,2024-08-15,
226,3,161,NHAP,12,2024-08-16,
227,4,62,NHAP,4,2024-08-16,
228,4,76,NHAP,5,2024-08-16,
229,4,142,NHAP,21,2024-08-16,
230,1,13,NHAP,11,2024-08-17,
231,1,16,NHAP,35,2024-08-17,
232,2,3,NHAP,25,2024-08-17,
233,4,34,NHAP,23,2024-08-17,
234,4,156,NHAP,10,2024-08-17,
235,5,13,NHAP,11,2024-08-17,
236,1,143,NHAP,7,2024-08-18,
237,3,31,NHAP,39,2024-08-18,
238,4,23,NHAP,8,2024-08-18,
239,4,121,NHAP,6,2024-08-18,
240,5,96,NHAP,12,2024-08-18,
241,6,131,NHAP,39,2024-08-18,
242,1,115,NHAP,31,2024-08-19,
243,2,137,NHAP,18,2024-08-19,
244,2,169,NHAP,15,2024-08-19,
245,3,157,NHAP,11,2024-08-19,
246,4,71,NHAP,14,2024-08-19,
247,6,50,NHAP,21,2024-08-19,
248,1,58,NHAP,29,2024-08-20,
249,2,145,NHAP,32,2024-08-20,
250,4,41,NHAP,40,2024-08-20,
251,5,83,NHAP,29,2024-08-20,
252,6,117,NHAP,17,2024-08-20,
253,1,20,NHAP,36,2024-08-21,
254,1,52,NHAP,33,2024-08-21,
255,1,87,NHAP,19,2024-08-21,
256,5,38,NHAP,29,2024-08-21,
257,6,160,NHAP,3,2024-08-21,
258,2,17,NHAP,32,2024-08-22,
259,3,94,NHAP,20,2024-08-22,
260,4,174,NHAP,16,2024-08-22,
261,5,151,NHAP,24,2024-08-22,
262,2,42,NHAP,13,2024-08-23,
263,3,62,NHAP,24,2024-08-23,
264,3,95,NHAP,3,2024-08-23,
265,4,17,NHAP,13,2024-08-23,
266,4,38,NHAP,12,2024-08-23,
267,4,95,NHAP,5,2024-08-23,
268,4,99,NHAP,39,2024-08-23,
269,4,162,NHAP,9,2024-08-23,
270,4,177,NHAP,3,2024-08-23,
271,5,5,NHAP,23,2024-08-23,
272,5,30,NHAP,30,2024-08-23,
273,2,117,NHAP,34,2024-08-24,
274,4,28,NHAP,35,2024-08-24,
275,4,70,NHAP,38,2024-08-24,
276,4,118,NHAP,30,2024-08-24,
277,1,175,NHAP,31,2024-08-25,
278,3,57,NHAP,30,2024-08-25,
279,4,32,NHAP,14,2024-08-25,
280,4,133,NHAP,11,2024-08-25,
281,5,28,NHAP,25,2024-08-25,
282,6,67,NHAP,36,2024-08-25,
283,1,142,NHAP,27,2024-08-26,
284,5,99,NHAP,13,2024-08-26,
285,6,6,NHAP,7,2024-08-26,
286,1,167,NHAP,39,2024-08-27,
287,2,88,NHAP,12,2024-08-27,
288,2,99,NHAP,22,2024-08-27,
289,5,140,NHAP,39,2024-08-27,
290,2,95,NHAP,27,2024-08-28,
291,6,133,NHAP,33,2024-08-29,
292,6,151,NHAP,27,2024-08-29,
293,1,1,NHAP,25,2024-08-30,
294,2,67,NHAP,20,2024-08-30,
295,2,130,NHAP,10,2024-08-30,
296,5,124,NHAP,25,2024-08-30,
297,6,149,NHAP,26,2024-08-30,
298,6,33,XUAT,1,2024-08-30,BH-001400/2024
299,1,125,XUAT,1,2024-08-30,BH-003807/2024
300,3,119,XUAT,1,2024-08-30,BH-003976/2024
301,3,23,XUAT,1,2024-08-30,BH-004462/2024
302,2,2,XUAT,1,2024-08-30,BH-004988/2024
303,3,130,XUAT,1,2024-08-30,BH-005705/2024
304,6,81,XUAT,1,2024-08-30,BH-005901/2024
305,3,87,XUAT,1,2024-08-30,BH-007242/2024
306,1,23,NHAP,16,2024-08-31,
307,1,75,NHAP,32,2024-08-31,
308,2,110,NHAP,26,2024-08-31,
309,2,155,NHAP,7,2024-08-31,
310,2,161,NHAP,17,2024-08-31,
311,4,19,NHAP,36,2024-08-31,
312,5,128,NHAP,15,2024-08-31,
313,4,97,XUAT,2,2024-08-31,BH-001115/2024
314,6,35,XUAT,1,2024-08-31,BH-002604/2024
315,6,111,XUAT,1,2024-08-31,BH-004399/2024
316,3,136,XUAT,1,2024-08-31,BH-004799/2024
317,5,2,XUAT,1,2024-08-31,BH-004906/2024
318,2,96,XUAT,1,2024-08-31,BH-005018/2024
319,4,133,XUAT,1,2024-08-31,BH-005373/2024
320,1,63,XUAT,1,2024-08-31,BH-005591/2024
321,6,131,XUAT,1,2024-08-31,BH-007191/2024
322,1,132,NHAP,38,2024-09-01,
323,2,138,NHAP,28,2024-09-01,
324,3,61,NHAP,36,2024-09-01,
325,3,165,NHAP,36,2024-09-01,
326,4,108,NHAP,30,2024-09-01,
327,4,115,NHAP,35,2024-09-01,
328,4,132,NHAP,14,2024-09-01,
329,5,23,NHAP,27,2024-09-01,
330,5,81,NHAP,35,2024-09-01,
331,6,42,NHAP,38,2024-09-01,
332,6,54,NHAP,17,2024-09-01,
333,6,170,NHAP,20,2024-09-01,
334,2,56,XUAT,1,2024-09-01,BH-000817/2024
335,6,18,XUAT,1,2024-09-01,BH-001848/2024
336,3,146,XUAT,1,2024-09-01,BH-003567/2024
337,5,138,XUAT,2,2024-09-01,BH-007484/2024
338,1,118,XUAT,1,2024-09-01,BH-007668/2024
339,1,24,NHAP,23,2024-09-02,
340,3,59,NHAP,22,2024-09-02,
341,3,148,NHAP,30,2024-09-02,
342,4,116,NHAP,14,2024-09-02,
343,3,99,XUAT,1,2024-09-02,BH-000053/2024
344,1,21,XUAT,1,2024-09-02,BH-001663/2024
345,6,95,XUAT,1,2024-09-02,BH-001701/2024
346,6,129,XUAT,1,2024-09-02,BH-002804/2024
347,6,40,XUAT,1,2024-09-02,BH-004256/2024
348,5,169,XUAT,1,2024-09-02,BH-007285/2024
349,2,143,NHAP,5,2024-09-03,
350,5,156,NHAP,2,2024-09-03,
351,5,177,NHAP,14,2024-09-03,
352,4,55,XUAT,1,2024-09-03,BH-000718/2024
353,3,95,XUAT,1,2024-09-03,BH-001213/2024
354,4,75,XUAT,1,2024-09-03,BH-001476/2024
355,4,91,XUAT,1,2024-09-03,BH-003266/2024
356,4,162,XUAT,1,2024-09-03,BH-004772/2024
357,1,138,XUAT,1,2024-09-03,BH-005771/2024
358,3,123,XUAT,1,2024-09-03,BH-006502/2024
359,4,55,XUAT,1,2024-09-03,BH-006793/2024
360,6,78,XUAT,1,2024-09-03,BH-007542/2024
361,1,18,NHAP,15,2024-09-04,
362,1,125,NHAP,15,2024-09-04,
363,3,27,NHAP,23,2024-09-04,
364,4,16,NHAP,13,2024-09-04,
365,5,32,NHAP,13,2024-09-04,
366,5,116,NHAP,40,2024-09-04,
367,3,73,XUAT,1,2024-09-04,BH-001354/2024
368,2,81,XUAT,1,2024-09-04,BH-001524/2024
369,2,30,XUAT,1,2024-09-04,BH-002797/2024
370,3,164,XUAT,2,2024-09-04,BH-002815/2024
371,4,108,XUAT,1,2024-09-04,BH-002873/2024
372,3,39,XUAT,1,2024-09-04,BH-004195/2024
373,3,112,XUAT,1,2024-09-04,BH-006197/2024
374,4,58,XUAT,2,2024-09-04,BH-006725/2024
375,1,37,NHAP,28,2024-09-05,
376,1,55,NHAP,21,2024-09-05,
377,1,157,NHAP,27,2024-09-05,
378,3,97,NHAP,3,2024-09-05,
379,4,79,NHAP,33,2024-09-05,
380,6,55,NHAP,21,2024-09-05,
381,3,73,XUAT,1,2024-09-05,BH-002554/2024
382,4,177,XUAT,1,2024-09-05,BH-003130/2024
383,5,81,XUAT,1,2024-09-05,BH-003702/2024
384,5,101,XUAT,1,2024-09-05,BH-004189/2024
385,2,87,XUAT,1,2024-09-05,BH-005473/2024
386,1,7,NHAP,8,2024-09-06,
387,1,119,NHAP,35,2024-09-06,
388,2,37,NHAP,11,2024-09-06,
389,4,130,NHAP,29,2024-09-06,
390,5,26,NHAP,34,2024-09-06,
391,2,81,NHAP,22,2024-09-07,
392,2,114,NHAP,2,2024-09-07,
393,4,148,NHAP,37,2024-09-07,
394,5,84,NHAP,33,2024-09-07,
395,5,97,NHAP,12,2024-09-07,
396,6,13,NHAP,25,2024-09-07,
397,6,126,NHAP,14,2024-09-07,
398,5,125,XUAT,1,2024-09-07,BH-002127/2024
399,1,9,NHAP,27,2024-09-08,
400,1,42,NHAP,35,2024-09-08,
401,1,46,NHAP,22,2024-09-08,
402,2,131,NHAP,23,2024-09-08,
403,3,38,NHAP,10,2024-09-08,
404,4,58,NHAP,25,2024-09-08,
405,5,122,NHAP,14,2024-09-08,
406,6,134,NHAP,18,2024-09-08,
407,6,66,XUAT,2,2024-09-08,BH-000410/2024
408,4,85,XUAT,1,2024-09-08,BH-005857/2024
409,1,80,NHAP,39,2024-09-09,
410,2,64,NHAP,29,2024-09-09,
411,3,119,NHAP,5,2024-09-09,
412,4,55,NHAP,16,2024-09-09,
413,5,98,NHAP,13,2024-09-09,
414,6,90,NHAP,13,2024-09-09,
415,5,34,XUAT,1,2024-09-09,BH-001757/2024
416,4,9,XUAT,1,2024-09-09,BH-003607/2024
417,1,173,XUAT,1,2024-09-09,BH-004584/2024
418,3,26,XUAT,1,2024-09-09,BH-004712/2024
419,4,57,XUAT,1,2024-09-09,BH-005217/2024
420,3,43,XUAT,1,2024-09-09,BH-006202/2024
421,3,22,XUAT,2,2024-09-09,BH-007125/2024
422,1,15,NHAP,18,2024-09-10,
423,2,14,NHAP,22,2024-09-10,
424,2,84,NHAP,18,2024-09-10,
425,2,97,NHAP,2,2024-09-10,
426,6,11,NHAP,25,2024-09-10,
427,6,48,NHAP,36,2024-09-10,
428,6,61,NHAP,26,2024-09-10,
429,6,148,NHAP,32,2024-09-10,
430,6,150,NHAP,38,2024-09-10,
431,1,174,XUAT,1,2024-09-10,BH-003248/2024
432,5,14,XUAT,1,2024-09-10,BH-004362/2024
433,6,31,XUAT,1,2024-09-10,BH-007378/2024
434,1,27,NHAP,5,2024-09-11,
435,1,47,NHAP,5,2024-09-11,
436,1,144,NHAP,37,2024-09-11,
437,2,18,NHAP,10,2024-09-11,
438,3,112,NHAP,31,2024-09-11,
439,5,12,NHAP,11,2024-09-11,
440,6,22,NHAP,12,2024-09-11,
441,1,125,XUAT,1,2024-09-11,BH-002011/2024
442,6,31,XUAT,1,2024-09-11,BH-002786/2024
443,3,171,XUAT,1,2024-09-11,BH-003715/2024
444,2,14,XUAT,1,2024-09-11,BH-007118/2024
445,1,81,NHAP,29,2024-09-12,
446,3,45,NHAP,36,2024-09-12,
447,6,26,NHAP,16,2024-09-12,
448,4,175,XUAT,1,2024-09-12,BH-001133/2024
449,2,66,XUAT,1,2024-09-12,BH-001239/2024
450,5,142,XUAT,1,2024-09-12,BH-001570/2024
451,3,112,XUAT,1,2024-09-12,BH-002157/2024
452,5,9,XUAT,1,2024-09-12,BH-004052/2024
453,3,37,XUAT,1,2024-09-12,BH-006637/2024
454,5,97,XUAT,1,2024-09-12,BH-007598/2024
455,3,51,NHAP,33,2024-09-13,
456,5,176,NHAP,37,2024-09-13,
457,6,13,XUAT,1,2024-09-13,BH-000232/2024
458,2,39,XUAT,1,2024-09-13,BH-001209/2024
459,5,43,XUAT,1,2024-09-13,BH-002785/2024
460,1,127,XUAT,1,2024-09-13,BH-002964/2024
461,2,180,NHAP,7,2024-09-14,
462,4,5,NHAP,37,2024-09-14,
463,4,122,NHAP,5,2024-09-14,
464,4,165,NHAP,29,2024-09-14,
465,5,88,NHAP,21,2024-09-14,
466,6,49,NHAP,21,2024-09-14,
467,6,127,NHAP,40,2024-09-14,
468,1,55,XUAT,1,2024-09-14,BH-000218/2024
469,4,171,XUAT,1,2024-09-14,BH-000584/2024
470,2,21,XUAT,1,2024-09-14,BH-000848/2024
471,5,84,XUAT,1,2024-09-14,BH-003074/2024
472,2,146,XUAT,1,2024-09-14,BH-003119/2024
473,5,48,XUAT,1,2024-09-14,BH-004974/2024
474,1,121,XUAT,1,2024-09-14,BH-005950/2024
475,3,94,XUAT,1,2024-09-14,BH-007087/2024
476,5,147,XUAT,1,2024-09-14,BH-007489/2024
477,2,78,NHAP,37,2024-09-15,
478,2,83,NHAP,13,2024-09-15,
479,2,90,NHAP,31,2024-09-15,
480,4,42,NHAP,6,2024-09-15,
481,4,154,NHAP,30,2024-09-15,
482,5,155,NHAP,36,2024-09-15,
483,6,52,NHAP,32,2024-09-15,
484,3,88,XUAT,1,2024-09-15,BH-002921/2024
485,6,90,XUAT,1,2024-09-15,BH-005698/2024
486,2,26,NHAP,12,2024-09-16,
487,2,56,NHAP,37,2024-09-16,
488,2,69,NHAP,22,2024-09-16,
489,5,39,NHAP,38,2024-09-16,
490,6,111,NHAP,24,2024-09-16,
491,3,81,XUAT,1,2024-09-16,BH-000343/2024
492,2,42,XUAT,1,2024-09-16,BH-001501/2024
493,1,102,XUAT,1,2024-09-16,BH-004706/2024
494,2,146,XUAT,2,2024-09-16,BH-006044/2024
495,2,19,XUAT,1,2024-09-16,BH-007783/2024
496,4,4,NHAP,17,2024-09-17,
497,4,85,NHAP,21,2024-09-17,
498,4,175,NHAP,3,2024-09-17,
499,5,106,NHAP,8,2024-09-17,
500,5,130,NHAP,12,2024-09-17,
501,6,173,NHAP,34,2024-09-17,
502,1,180,NHAP,29,2024-09-18,
503,2,1,NHAP,12,2024-09-18,
504,4,51,NHAP,31,2024-09-18,
505,5,119,NHAP,9,2024-09-18,
506,6,46,NHAP,5,2024-09-18,
507,6,139,NHAP,2,2024-09-18,
508,2,14,XUAT,1,2024-09-18,BH-001555/2024
509,2,146,XUAT,1,2024-09-18,BH-002527/2024
510,2,16,XUAT,1,2024-09-18,BH-006607/2024
511,5,13,XUAT,1,2024-09-18,BH-007155/2024
512,1,38,NHAP,2,2024-09-19,
513,1,44,NHAP,30,2024-09-19,
514,1,82,NHAP,27,2024-09-19,
515,6,39,NHAP,33,2024-09-19,
516,6,73,NHAP,8,2024-09-19,
517,2,39,XUAT,1,2024-09-19,BH-001602/2024
518,5,114,XUAT,1,2024-09-19,BH-002012/2024
519,1,164,XUAT,2,2024-09-19,BH-004928/2024
520,2,15,XUAT,1,2024-09-19,BH-005033/2024
521,2,115,NHAP,33,2024-09-20,
522,4,73,NHAP,13,2024-09-20,
523,4,92,NHAP,20,2024-09-20,
524,4,151,NHAP,12,2024-09-20,
525,4,172,NHAP,26,2024-09-20,
526,5,60,NHAP,19,2024-09-20,
527,5,103,NHAP,36,2024-09-20,
528,5,107,NHAP,32,2024-09-20,
529,1,50,XUAT,1,2024-09-20,BH-002372/2024
530,4,171,XUAT,1,2024-09-20,BH-005628/2024
531,4,110,XUAT,1,2024-09-20,BH-007312/2024
532,3,82,NHAP,19,2024-09-21,
533,3,149,NHAP,2,2024-09-21,
534,1,6,XUAT,1,2024-09-21,BH-001868/2024
535,4,167,XUAT,1,2024-09-21,BH-003252/2024
536,3,73,XUAT,1,2024-09-21,BH-007042/2024
537,5,38,XUAT,1,2024-09-21,BH-007481/2024
538,1,89,NHAP,31,2024-09-22,
539,3,155,NHAP,37,2024-09-22,
540,4,141,NHAP,38,2024-09-22,
541,5,180,NHAP,6,2024-09-22,
542,6,110,NHAP,28,2024-09-22,
543,6,17,XUAT,1,2024-09-22,BH-002920/2024
544,5,160,XUAT,1,2024-09-22,BH-004007/2024
545,1,5,NHAP,23,2024-09-23,
546,2,33,NHAP,6,2024-09-23,
547,1,76,XUAT,1,2024-09-23,BH-001958/2024
548,5,76,XUAT,1,2024-09-23,BH-003551/2024
549,1,176,XUAT,1,2024-09-23,BH-003934/2024
550,1,53,NHAP,5,2024-09-24,
551,2,55,NHAP,9,2024-09-24,
552,2,166,NHAP,37,2024-09-24,
553,5,71,NHAP,3,2024-09-24,
554,6,143,NHAP,14,2024-09-24,
555,1,80,XUAT,1,2024-09-24,BH-000762/2024
556,5,135,XUAT,1,2024-09-24,BH-004002/2024
557,4,30,XUAT,1,2024-09-24,BH-006592/2024
558,5,44,XUAT,1,2024-09-24,BH-007531/2024
559,1,168,NHAP,36,2024-09-25,
560,2,74,NHAP,10,2024-09-25,
561,2,146,NHAP,28,2024-09-25,
562,4,137,NHAP,10,2024-09-25,
563,4,173,NHAP,13,2024-09-25,
564,5,46,NHAP,24,2024-09-25,
565,6,64,NHAP,38,2024-09-25,
566,1,61,XUAT,1,2024-09-25,BH-000134/2024
567,3,33,XUAT,1,2024-09-25,BH-000638/2024
568,4,124,XUAT,1,2024-09-25,BH-002398/2024
569,1,137,XUAT,1,2024-09-25,BH-007024/2024
570,2,176,NHAP,28,2024-09-26,
571,3,168,NHAP,16,2024-09-26,
572,5,109,NHAP,15,2024-09-26,
573,1,89,XUAT,1,2024-09-26,BH-001779/2024
574,5,141,XUAT,1,2024-09-26,BH-002126/2024
575,3,99,XUAT,1,2024-09-26,BH-003999/2024
576,6,129,XUAT,1,2024-09-26,BH-005624/2024
577,1,126,XUAT,1,2024-09-26,BH-007656/2024
578,1,30,NHAP,5,2024-09-27,
579,1,76,NHAP,35,2024-09-27,
580,2,60,NHAP,31,2024-09-27,
581,3,108,NHAP,24,2024-09-27,
582,6,78,NHAP,32,2024-09-27,
583,6,13,XUAT,1,2024-09-27,BH-000610/2024
584,6,88,XUAT,1,2024-09-27,BH-005962/2024
585,6,71,XUAT,1,2024-09-27,BH-007732/2024
586,1,94,NHAP,3,2024-09-28,
587,2,13,NHAP,18,2024-09-28,
588,4,117,NHAP,23,2024-09-28,
589,5,9,NHAP,30,2024-09-28,
590,5,72,NHAP,31,2024-09-28,
591,1,84,XUAT,1,2024-09-28,BH-000252/2024
592,1,27,XUAT,2,2024-09-28,BH-000967/2024
593,6,72,XUAT,1,2024-09-28,BH-001446/2024
594,2,115,XUAT,1,2024-09-28,BH-006744/2024
595,5,98,XUAT,1,2024-09-28,BH-007684/2024
596,1,59,NHAP,19,2024-09-29,
597,1,62,NHAP,24,2024-09-29,
598,2,71,NHAP,8,2024-09-29,
599,3,100,NHAP,9,2024-09-29,
600,4,171,NHAP,40,2024-09-29,
601,6,122,NHAP,27,2024-09-29,
602,5,32,XUAT,1,2024-09-29,BH-002519/2024
603,1,44,XUAT,1,2024-09-29,BH-004110/2024
604,1,24,XUAT,1,2024-09-29,BH-004375/2024
605,5,96,XUAT,2,2024-09-29,BH-004796/2024
606,6,37,XUAT,1,2024-09-29,BH-007141/2024
607,1,146,NHAP,11,2024-09-30,
608,2,9,NHAP,16,2024-09-30,
609,3,98,NHAP,6,2024-09-30,
610,4,106,NHAP,11,2024-09-30,
