log_id,ticket_id,from_status,to_status,changed_at,changed_by,note
114,26,HOAN_TAT,DA_DONG,2026-03-29 00:30,5,
115,27,,MOI,2026-05-02 10:30,11,
116,27,MOI,DA_PHAN_CONG,2026-05-02 19:58,40,
117,27,DA_PHAN_CONG,DANG_XU_LY,2026-05-03 07:21,21,
118,27,DANG_XU_LY,HOAN_TAT,2026-05-03 17:23,19,
119,27,HOAN_TAT,DA_DONG,2026-05-03 23:44,40,
120,28,,MOI,2026-02-14 10:30,60,
121,28,MOI,DA_PHAN_CONG,2026-02-15 03:28,39,
122,28,DA_PHAN_CONG,DANG_XU_LY,2026-02-15 18:51,6,
123,28,DANG_XU_LY,HOAN_TAT,2026-02-16 01:36,30,
124,28,HOAN_TAT,DA_DONG,2026-02-16 14:37,40,
125,29,,MOI,2026-02-22 13:45,9,
126,29,MOI,DA_PHAN_CONG,2026-02-22 21:57,38,
127,29,DA_PHAN_CONG,DANG_XU_LY,2026-02-23 04:37,7,
128,29,DANG_XU_LY,HOAN_TAT,2026-02-23 11:05,6,
129,29,HOAN_TAT,DA_DONG,2026-02-23 17:10,7,
130,30,,MOI,2025-10-21 16:00,33,
131,30,MOI,DA_PHAN_CONG,2025-10-22 02:37,37,
132,30,DA_PHAN_CONG,DANG_XU_LY,2025-10-22 17:58,9,
133,30,DANG_XU_LY,HOAN_TAT,2025-10-23 04:43,54,
134,30,HOAN_TAT,DA_DONG,2025-10-23 15:54,13,
135,31,,MOI,2025-07-27 13:00,43,
136,31,MOI,DA_PHAN_CONG,2025-07-27 23:01,37,
137,31,DA_PHAN_CONG,DANG_XU_LY,2025-07-28 11:27,55,
138,31,DANG_XU_LY,HOAN_TAT,2025-07-28 16:44,59,
139,31,HOAN_TAT,DA_DONG,2025-07-29 04:51,11,
140,32,,MOI,2025-11-20 10:45,7,
141,32,MOI,DA_PHAN_CONG,2025-11-20 18:57,55,
142,32,DA_PHAN_CONG,DANG_XU_LY,2025-11-21 04:23,53,
143,32,DANG_XU_LY,HOAN_TAT,2025-11-21 09:04,43,
144,32,HOAN_TAT,DA_DONG,2025-11-21 19:01,19,
145,33,,MOI,2025-09-16 09:00,42,
146,33,MOI,DA_PHAN_CONG,2025-09-16 14:42,52,
147,33,DA_PHAN_CONG,DANG_XU_LY,2025-09-16 22:22,39,
148,33,DANG_XU_LY,HOAN_TAT,2025-09-17 10:16,49,
149,33,HOAN_TAT,DA_DONG,2025-09-17 17:55,22,
150,34,,MOI,2025-07-21 13:15,60,
151,34,MOI,DA_PHAN_CONG,2025-07-21 23:42,28,
152,34,DA_PHAN_CONG,DANG_XU_LY,2025-07-22 17:45,57,
153,34,DANG_XU_LY,HOAN_TAT,2025-07-23 04:21,19,
154,34,HOAN_TAT,DA_DONG,2025-07-23 22:01,26,
155,35,,MOI,2026-07-28 11:45,47,
156,35,MOI,DA_PHAN_CONG,2026-07-29 02:34,57,
157,35,DA_PHAN_CONG,DANG_XU_LY,2026-07-29 13:53,55,
158,35,DANG_XU_LY,HOAN_TAT,2026-07-30 03:12,51,
159,35,HOAN_TAT,DA_DONG,2026-07-30 17:00,6,
160,36,,MOI,2025-07-08 08:15,32,
161,36,MOI,DA_PHAN_CONG,2025-07-08 21:43,28,
162,36,DA_PHAN_CONG,DANG_XU_LY,2025-07-09 22:50,43,
163,36,DANG_XU_LY,CHO_LINH_KIEN,2025-07-10 23:30,47,
164,37,,MOI,2025-07-12 14:00,23,
165,37,MOI,DA_PHAN_CONG,2025-07-12 18:50,58,
166,37,DA_PHAN_CONG,DANG_XU_LY,2025-07-13 01:09,31,
167,37,DANG_XU_LY,HOAN_TAT,2025-07-13 08:07,52,
168,37,HOAN_TAT,DA_DONG,2025-07-13 16:15,38,
169,38,,MOI,2024-11-04 13:30,16,
170,38,MOI,DA_PHAN_CONG,2024-11-04 17:23,4,
171,38,DA_PHAN_CONG,DANG_XU_LY,2024-11-04 23:08,44,
172,38,DANG_XU_LY,HOAN_TAT,2024-11-05 01:55,1,
173,38,HOAN_TAT,DA_DONG,2024-11-05 07:48,20,
174,39,,MOI,2025-11-20 17:45,39,
175,39,MOI,DA_PHAN_CONG,2025-11-21 12:12,29,
176,39,DA_PHAN_CONG,DANG_XU_LY,2025-11-22 09:20,47,
177,39,DANG_XU_LY,HOAN_TAT,2025-11-23 09:52,55,
178,39,HOAN_TAT,DA_DONG,2025-11-24 16:18,43,
179,40,,MOI,2025-11-02 09:00,17,
180,40,MOI,DA_PHAN_CONG,2025-11-02 10:59,21,
181,40,DA_PHAN_CONG,DANG_XU_LY,2025-11-02 13:12,60,
182,40,DANG_XU_LY,HOAN_TAT,2025-11-02 15:04,3,
183,40,HOAN_TAT,DA_DONG,2025-11-02 17:38,59,
184,41,,MOI,2025-08-17 17:30,19,
185,41,MOI,DA_PHAN_CONG,2025-08-18 10:15,17,
186,41,DA_PHAN_CONG,DANG_XU_LY,2025-08-19 08:32,20,
187,41,DANG_XU_LY,HOAN_TAT,2025-08-20 06:27,18,
188,41,HOAN_TAT,DA_DONG,2025-08-21 04:27,7,
189,42,,MOI,2024-11-22 12:00,15,
190,42,MOI,DA_PHAN_CONG,2024-11-22 13:41,32,
191,42,DA_PHAN_CONG,DANG_XU_LY,2024-11-22 15:50,32,
192,42,DANG_XU_LY,HOAN_TAT,2024-11-22 19:31,35,
193,42,HOAN_TAT,DA_DONG,2024-11-22 23:53,57,
194,43,,MOI,2025-01-04 16:30,56,
195,43,MOI,DA_PHAN_CONG,2025-01-04 22:11,30,
196,43,DA_PHAN_CONG,DANG_XU_LY,2025-01-05 02:29,3,
197,43,DANG_XU_LY,CHO_LINH_KIEN,2025-01-05 06:54,24,
198,43,CHO_LINH_KIEN,HOAN_TAT,2025-01-05 10:25,41,
199,43,HOAN_TAT,DA_DONG,2025-01-05 14:00,40,
200,44,,MOI,2026-04-29 17:00,1,
201,44,MOI,DA_PHAN_CONG,2026-05-01 10:30,58,
202,45,,MOI,2026-08-31 08:45,30,
203,45,MOI,DA_PHAN_CONG,2026-08-31 14:13,52,
204,45,DA_PHAN_CONG,DANG_XU_LY,2026-08-31 18:53,6,
205,45,DANG_XU_LY,HOAN_TAT,2026-09-01 00:46,27,
206,45,HOAN_TAT,DA_DONG,2026-09-01 05:24,9,
207,46,,MOI,2025-08-03 08:45,27,
208,46,MOI,DA_PHAN_CONG,2025-08-04 03:16,58,
209,47,,MOI,2024-12-17 13:45,51,
210,47,MOI,DA_PHAN_CONG,2024-12-17 16:43,30,
211,47,DA_PHAN_CONG,DANG_XU_LY,2024-12-17 21:35,34,
212,47,DANG_XU_LY,CHO_LINH_KIEN,2024-12-18 02:23,44,
213,47,CHO_LINH_KIEN,HOAN_TAT,2024-12-18 07:28,34,
214,47,HOAN_TAT,DA_DONG,2024-12-18 10:54,31,
215,48,,MOI,2026-08-20 10:30,31,
216,48,MOI,DA_PHAN_CONG,2026-08-20 14:45,35,
217,48,DA_PHAN_CONG,DANG_XU_LY,2026-08-20 18:44,54,
218,48,DANG_XU_LY,HOAN_TAT,2026-08-20 23:42,5,
219,48,HOAN_TAT,DA_DONG,2026-08-21 06:09,45,
220,49,,MOI,2025-09-28 08:30,27,
221,49,MOI,DA_PHAN_CONG,2025-09-28 11:15,4,
222,49,DA_PHAN_CONG,DANG_XU_LY,2025-09-28 14:40,9,
223,49,DANG_XU_LY,HOAN_TAT,2025-09-28 18:21,60,
224,49,HOAN_TAT,DA_DONG,2025-09-28 23:25,3,
225,50,,MOI,2025-09-26 12:15,8,
226,50,MOI,DA_PHAN_CONG,2025-09-26 20:27,43,
227,50,DA_PHAN_CONG,DANG_XU_LY,2025-09-27 06:29,19,
228,50,DANG_XU_LY,CHO_LINH_KIEN,2025-09-27 18:54,29,
229,50,CHO_LINH_KIEN,HOAN_TAT,2025-09-28 07:41,37,
230,50,HOAN_TAT,DA_DONG,2025-09-28 22:57,56,
231,51,,MOI,2025-03-13 11:15,23,
232,51,MOI,DA_PHAN_CONG,2025-03-14 20:36,43,
233,51,DA_PHAN_CONG,DANG_XU_LY,2025-03-15 19:44,60,
234,52,,MOI,2025-03-17 14:30,49,
235,52,MOI,DA_PHAN_CONG,2025-03-17 16:04,37,
236,52,DA_PHAN_CONG,DANG_XU_LY,2025-03-17 18:45,27,
237,52,DANG_XU_LY,CHO_LINH_KIEN,2025-03-17 19:55,22,
238,52,CHO_LINH_KIEN,HOAN_TAT,2025-03-17 23:07,40,
239,52,HOAN_TAT,DA_DONG,2025-03-18 01:26,14,
240,53,,MOI,2024-09-02 14:00,15,
241,53,MOI,DA_PHAN_CONG,2024-09-02 17:45,8,
242,53,DA_PHAN_CONG,DANG_XU_LY,2024-09-02 20:45,53,
243,53,DANG_XU_LY,HOAN_TAT,2024-09-03 00:52,37,
244,53,HOAN_TAT,DA_DONG,2024-09-03 04:45,28,
245,54,,MOI,2024-12-09 09:45,53,
246,54,MOI,DA_PHAN_CONG,2024-12-09 19:32,43,
247,54,DA_PHAN_CONG,DANG_XU_LY,2024-12-10 12:40,35,
248,54,DANG_XU_LY,HOAN_TAT,2024-12-11 02:35,37,
249,54,HOAN_TAT,DA_DONG,2024-12-11 11:51,54,
250,55,,MOI,2026-08-23 09:00,35,
251,55,MOI,DA_PHAN_CONG,2026-08-23 11:39,25,
252,55,DA_PHAN_CONG,DANG_XU_LY,2026-08-23 18:21,51,
253,55,DANG_XU_LY,HOAN_TAT,2026-08-23 22:51,27,
254,55,HOAN_TAT,DA_DONG,2026-08-24 06:03,12,
255,56,,MOI,2025-12-13 12:30,6,
256,56,MOI,DA_PHAN_CONG,2025-12-13 16:32,50,
257,56,DA_PHAN_CONG,DANG_XU_LY,2025-12-13 19:51,45,
258,56,DANG_XU_LY,CHO_LINH_KIEN,2025-12-13 23:18,12,
259,56,CHO_LINH_KIEN,HOAN_TAT,2025-12-14 01:25,49,
260,56,HOAN_TAT,DA_DONG,2025-12-14 03:01,18,
261,57,,MOI,2024-12-23 11:15,24,
262,57,MOI,DA_PHAN_CONG,2024-12-24 14:24,36,
263,57,DA_PHAN_CONG,DANG_XU_LY,2024-12-26 12:58,16,
264,57,DANG_XU_LY,HOAN_TAT,2024-12-28 16:09,45,
265,57,HOAN_TAT,DA_DONG,2024-12-31 01:57,13,
266,58,,MOI,2026-04-23 15:30,13,
267,58,MOI,DA_PHAN_CONG,2026-04-24 11:49,40,
268,58,DA_PHAN_CONG,DANG_XU_LY,2026-04-25 08:00,15,
269,58,DANG_XU_LY,CHO_LINH_KIEN,2026-04-25 22:02,43,
270,59,,MOI,2025-03-02 16:00,1,
271,59,MOI,DA_PHAN_CONG,2025-03-02 22:29,42,
272,59,DA_PHAN_CONG,DANG_XU_LY,2025-03-03 12:01,8,
273,59,DANG_XU_LY,HOAN_TAT,2025-03-03 23:56,27,
274,59,HOAN_TAT,DA_DONG,2025-03-04 11:01,11,
275,60,,MOI,2025-07-10 17:00,1,
276,60,MOI,DA_PHAN_CONG,2025-07-11 03:04,16,
277,60,DA_PHAN_CONG,DANG_XU_LY,2025-07-11 12:54,27,
278,60,DANG_XU_LY,HOAN_TAT,2025-07-11 22:21,19,
279,60,HOAN_TAT,DA_DONG,2025-07-12 07:27,42,
280,61,,MOI,2026-08-26 17:30,1,
281,61,MOI,DA_PHAN_CONG,2026-08-27 04:13,11,
282,61,DA_PHAN_CONG,DANG_XU_LY,2026-08-27 17:26,55,
283,61,DANG_XU_LY,HOAN_TAT,2026-08-28 03:23,20,
284,61,HOAN_TAT,DA_DONG,2026-08-28 11:53,32,
285,62,,MOI,2025-03-01 10:15,19,
286,62,MOI,DA_PHAN_CONG,2025-03-03 05:57,25,
287,62,DA_PHAN_CONG,DANG_XU_LY,2025-03-04 11:07,45,
288,62,DANG_XU_LY,HOAN_TAT,2025-03-06 20:40,5,
289,62,HOAN_TAT,DA_DONG,2025-03-08 22:14,2,
290,63,,MOI,2026-05-12 11:00,54,
291,63,MOI,DA_PHAN_CONG,2026-05-12 16:49,52,
292,63,DA_PHAN_CONG,DANG_XU_LY,2026-05-12 23:10,13,
293,63,DANG_XU_LY,CHO_LINH_KIEN,2026-05-13 04:11,25,
294,63,CHO_LINH_KIEN,HOAN_TAT,2026-05-13 08:13,12,
295,63,HOAN_TAT,DA_DONG,2026-05-13 12:37,12,
296,64,,MOI,2024-12-18 09:00,58,
297,64,MOI,DA_PHAN_CONG,2024-12-19 08:06,32,
298,64,DA_PHAN_CONG,DANG_XU_LY,2024-12-20 04:07,13,
299,64,DANG_XU_LY,HOAN_TAT,2024-12-21 02:28,20,
300,64,HOAN_TAT,DA_DONG,2024-12-22 05:27,22,
301,65,,MOI,2026-01-13 15:45,5,
302,65,MOI,DA_PHAN_CONG,2026-01-14 03:14,41,
303,65,DA_PHAN_CONG,DANG_XU_LY,2026-01-14 15:50,9,
304,65,DANG_XU_LY,HOAN_TAT,2026-01-15 11:25,56,
305,65,HOAN_TAT,DA_DONG,2026-01-16 01:13,16,
306,66,,MOI,2025-08-15 10:45,43,
307,66,MOI,DA_PHAN_CONG,2025-08-15 15:04,11,
308,66,DA_PHAN_CONG,DANG_XU_LY,2025-08-15 18:28,39,
309,66,DANG_XU_LY,HOAN_TAT,2025-08-15 22:26,54,
310,66,HOAN_TAT,DA_DONG,2025-08-16 06:26,14,
311,67,,MOI,2025-06-21 11:00,32,
312,67,MOI,DA_PHAN_CONG,2025-06-21 16:12,4,
313,67,DA_PHAN_CONG,DANG_XU_LY,2025-06-21 19:52,50,
314,67,DANG_XU_LY,HOAN_TAT,2025-06-22 00:50,21,
315,67,HOAN_TAT,DA_DONG,2025-06-22 04:50,53,
316,68,,MOI,2025-08-17 09:45,38,
317,68,MOI,DA_PHAN_CONG,2025-08-17 15:39,42,
318,68,DA_PHAN_CONG,DANG_XU_LY,2025-08-18 02:26,15,
319,68,DANG_XU_LY,HOAN_TAT,2025-08-18 07:23,55,
320,68,HOAN_TAT,DA_DONG,2025-08-18 12:57,39,
321,69,,MOI,2025-09-19 16:30,50,
322,69,MOI,DA_PHAN_CONG,2025-09-20 09:38,4,
323,69,DA_PHAN_CONG,DANG_XU_LY,2025-09-20 19:29,38,
324,69,DANG_XU_LY,HOAN_TAT,2025-09-21 19:11,40,
325,70,,MOI,2025-06-27 15:00,15,
326,70,MOI,DA_PHAN_CONG,2025-06-28 01:09,11,
327,70,DA_PHAN_CONG,DANG_XU_LY,2025-06-28 11:00,27,
328,70,DANG_XU_LY,HOAN_TAT,2025-06-29 09:39,20,
329,70,HOAN_TAT,DA_DONG,2025-06-30 03:14,23,
330,71,,MOI,2025-02-28 15:15,12,
331,71,MOI,DA_PHAN_CONG,2025-03-01 02:25,54,
332,71,DA_PHAN_CONG,DANG_XU_LY,2025-03-01 13:56,26,
333,71,DANG_XU_LY,HOAN_TAT,2025-03-02 02:54,5,
334,71,HOAN_TAT,DA_DONG,2025-03-02 11:39,50,
335,72,,MOI,2026-06-26 08:30,29,
336,72,MOI,DA_PHAN_CONG,2026-06-26 10:58,55,
337,72,DA_PHAN_CONG,DANG_XU_LY,2026-06-26 16:00,47,
338,72,DANG_XU_LY,HOAN_TAT,2026-06-26 18:29,21,
339,72,HOAN_TAT,DA_DONG,2026-06-26 20:22,22,
340,73,,MOI,2026-06-06 14:30,17,
341,73,MOI,DA_PHAN_CONG,2026-06-08 18:37,2,
342,73,DA_PHAN_CONG,DANG_XU_LY,2026-06-10 03:22,58,
343,73,DANG_XU_LY,HOAN_TAT,2026-06-12 02:23,49,
344,73,HOAN_TAT,DA_DONG,2026-06-13 03:49,30,
345,74,,MOI,2026-08-22 17:45,35,
346,74,MOI,DA_PHAN_CONG,2026-08-23 06:15,25,
347,74,DA_PHAN_CONG,DANG_XU_LY,2026-08-23 22:32,22,
348,74,DANG_XU_LY,CHO_LINH_KIEN,2026-08-24 09:20,31,
349,75,,MOI,2025-03-30 10:45,1,
350,75,MOI,DA_PHAN_CONG,2025-03-30 23:02,2,
351,75,DA_PHAN_CONG,DANG_XU_LY,2025-03-31 08:22,7,
352,75,DANG_XU_LY,HOAN_TAT,2025-03-31 13:54,29,
353,75,HOAN_TAT,DA_DONG,2025-04-01 01:06,12,
354,76,,MOI,2025-10-16 13:45,19,
355,76,MOI,DA_PHAN_CONG,2025-10-17 10:15,11,
356,76,DA_PHAN_CONG,DANG_XU_LY,2025-10-17 21:35,45,
357,76,DANG_XU_LY,HOAN_TAT,2025-10-18 22:57,37,
358,76,HOAN_TAT,DA_DONG,2025-10-19 10:11,17,
359,77,,MOI,2025-12-20 12:30,39,
360,77,MOI,DA_PHAN_CONG,2025-12-20 18:26,24,
361,77,DA_PHAN_CONG,DANG_XU_LY,2025-12-21 02:52,57,
362,77,DANG_XU_LY,HOAN_TAT,2025-12-21 08:20,21,
363,78,,MOI,2026-01-10 09:00,37,
364,78,MOI,DA_PHAN_CONG,2026-01-10 11:03,18,
365,78,DA_PHAN_CONG,DANG_XU_LY,2026-01-10 12:13,10,
366,78,DANG_XU_LY,HOAN_TAT,2026-01-10 14:10,7,
367,78,HOAN_TAT,DA_DONG,2026-01-10 15:50,52,
368,79,,MOI,2024-12-27 13:00,49,
369,79,MOI,DA_PHAN_CONG,2024-12-28 03:57,27,
370,79,DA_PHAN_CONG,DANG_XU_LY,2024-12-28 19:17,47,
371,79,DANG_XU_LY,HOAN_TAT,2024-12-29 07:40,30,
372,79,HOAN_TAT,DA_DONG,2024-12-29 23:36,18,
373,80,,MOI,2026-01-20 09:30,48,
374,80,MOI,DA_PHAN_CONG,2026-01-20 16:35,27,
375,80,DA_PHAN_CONG,DANG_XU_LY,2026-01-21 01:55,15,
376,80,DANG_XU_LY,CHO_LINH_KIEN,2026-01-21 07:14,20,
377,80,CHO_LINH_KIEN,HOAN_TAT,2026-01-21 13:21,21,
378,80,HOAN_TAT,DA_DONG,2026-01-21 18:13,60,
379,81,,MOI,2025-05-06 17:15,13,
380,81,MOI,DA_PHAN_CONG,2025-05-07 05:09,43,
381,81,DA_PHAN_CONG,DANG_XU_LY,2025-05-08 02:12,8,
382,81,DANG_XU_LY,HOAN_TAT,2025-05-08 13:19,1,
383,81,HOAN_TAT,DA_DONG,2025-05-09 02:38,59,
384,82,,MOI,2026-01-20 10:00,4,
385,82,MOI,DA_PHAN_CONG,2026-01-20 17:09,54,
386,82,DA_PHAN_CONG,DANG_XU_LY,2026-01-21 07:28,50,
387,82,DANG_XU_LY,HOAN_TAT,2026-01-21 22:12,3,
388,82,HOAN_TAT,DA_DONG,2026-01-22 03:37,41,
389,83,,MOI,2026-03-24 10:30,17,
390,83,MOI,DA_PHAN_CONG,2026-03-24 14:38,60,
391,83,DA_PHAN_CONG,DANG_XU_LY,2026-03-24 17:27,55,
392,83,DANG_XU_LY,HOAN_TAT,2026-03-24 20:39,20,
393,83,HOAN_TAT,DA_DONG,2026-03-25 00:09,56,
394,84,,MOI,2025-03-04 13:45,7,
395,84,MOI,DA_PHAN_CONG,2025-03-05 08:51,2,
396,84,DA_PHAN_CONG,DANG_XU_LY,2025-03-07 02:39,31,
397,85,,MOI,2025-11-08 14:45,12,
398,85,MOI,DA_PHAN_CONG,2025-11-08 17:40,46,
399,85,DA_PHAN_CONG,DANG_XU_LY,2025-11-08 23:18,6,
400,85,DANG_XU_LY,CHO_LINH_KIEN,2025-11-09 02:01,55,
401,85,CHO_LINH_KIEN,HOAN_TAT,2025-11-09 04:29,13,
402,85,HOAN_TAT,DA_DONG,2025-11-09 10:37,55,
403,86,,MOI,2025-03-06 08:15,16,
404,86,MOI,DA_PHAN_CONG,2025-03-06 13:18,42,
405,86,DA_PHAN_CONG,DANG_XU_LY,2025-03-06 20:00,29,
406,86,DANG_XU_LY,HOAN_TAT,2025-03-07 06:41,46,
407,86,HOAN_TAT,DA_DONG,2025-03-07 13:33,22,
408,87,,MOI,2025-12-02 09:45,21,
409,87,MOI,DA_PHAN_CONG,2025-12-02 15:53,1,
410,87,DA_PHAN_CONG,DANG_XU_LY,2025-12-03 03:37,40,
411,88,,MOI,2025-06-12 15:45,16,
412,88,MOI,DA_PHAN_CONG,2025-06-13 01:23,3,
413,88,DA_PHAN_CONG,DANG_XU_LY,2025-06-13 12:55,22,
